company,rate,amount,id,year,state
Clayton,,64,62-0997810,2013,Georgia
Clayton,,64,7162800002,2013,Alabama
Clayton,,64,7162800002,2013,Alabama
Clayton,,64,7162800002,2013,North Carolina
Clayton,,64,7162800002,2013,South Carolina
Clayton,,64,7162800002,2013,South Carolina
Clayton,,64,7162800002,2013,Texas
Clayton,,64,62-0997810,2013,Tennessee
Other,,64,471809999,2013,Washington
Other,,64,75-2694910,2013,Tennessee
Other,,64,1027,2013,New York
Other,,64,12769,2013,Texas
Wells Fargo,,64,451965,2013,South Carolina
Other,,64,428,2013,Oklahoma
Other,,64,852320,2013,North Carolina
Other,,64,852320,2013,South Carolina
Other,,64,20504,2013,Georgia
Wells Fargo,,64,451965,2013,Texas
Other,,64,715953,2013,Arizona
Other,,64,471809999,2013,South Carolina
Other,,64,16889,2013,North Carolina
Wells Fargo,,64,451965,2013,Georgia
Other,,64,707101,2013,Indiana
Other,,64,31445,2013,North Carolina
Other,,64,10956,2013,Minnesota
Other,,64,2317700005,2013,Indiana
Other,,64,27496,2013,South Carolina
Wells Fargo,,64,451965,2013,California
Other,,64,852320,2013,North Carolina
Wells Fargo,,64,451965,2013,Alabama
Other,,64,29069,2013,Michigan
Wells Fargo,,64,451965,2013,Arizona
Other,,64,471809999,2013,South Carolina
Wells Fargo,,64,451965,2013,North Carolina
Wells Fargo,,64,451965,2013,California
Other,,64,852320,2013,North Carolina
Other,,64,852320,2013,North Carolina
Wells Fargo,,64,451965,2013,New York
Other,,64,617677,2013,Michigan
Other,,64,852320,2013,South Carolina
Wells Fargo,,64,451965,2013,Oregon
Other,,64,24382,2013,New York
Other,,64,852320,2013,North Carolina
Other,,64,704492,2013,Missouri
Other,,64,24003,2013,North Carolina
Wells Fargo,,64,451965,2013,Georgia
Other,,64,852320,2013,North Carolina
Wells Fargo,,64,451965,2013,Arizona
Other,,64,702190,2013,Pennsylvania
Other,,64,852320,2013,North Carolina
Other,,64,75633,2013,Illinois
Wells Fargo,,64,451965,2013,California
Other,,64,9179,2013,Ohio
Other,,64,15932,2013,South Carolina
Other,,64,31-1197926,2013,Indiana
Wells Fargo,,64,451965,2013,Minnesota
Other,,64,11570,2013,Colorado
Other,,64,969424,2013,Virginia
Other,,64,852320,2013,North Carolina
Other,,64,339858,2013,Texas
Other,,64,58616,2013,Florida
Other,,64,852320,2013,North Carolina
Other,,64,852320,2013,North Carolina
Wells Fargo,,64,451965,2013,Texas
Other,,64,852320,2013,North Carolina
Other,,64,22-3554558,2013,Texas
Other,,64,852320,2013,Florida
Wells Fargo,,64,451965,2013,Arizona
Other,,64,24382,2013,New York
Other,,64,42-1130287,2013,Iowa
Other,,64,31-1197926,2013,Indiana
Other,,64,14843,2013,Iowa
Other,,64,68601,2013,Minnesota
Other,,64,24382,2013,California
Other,,64,471809999,2013,Texas
Wells Fargo,,64,451965,2013,Florida
Other,,64,504713,2013,Minnesota
Other,,64,74140,2013,Michigan
Other,,64,497404,2013,Florida
Other,,64,852320,2013,North Carolina
Wells Fargo,,64,451965,2013,Michigan
Other,,64,52-2240353,2013,Maryland
Other,,64,75-2585326,2013,Arizona
Other,,64,7269800002,2013,California
Other,,64,471809999,2013,Nevada
Other,,64,88-0500878,2013,Nevada
Wells Fargo,,64,451965,2013,Iowa
Other,,64,1467,2013,Texas
Other,,64,12311,2013,West Virginia
Other,,64,88-0500878,2013,Nevada
Other,,64,6158,2013,Washington
Other,,64,7506,2013,Pennsylvania
Wells Fargo,,64,451965,2013,California
Other,,64,675332,2013,Florida
Other,,64,24382,2013,Florida
Wells Fargo,,64,451965,2013,Kansas
Other,,64,29847,2013,Ohio
Wells Fargo,,64,451965,2013,Texas
Other,,64,60143,2013,Michigan
Wells Fargo,,64,451965,2013,Arizona
Other,,64,617677,2013,Florida
Other,,64,288853,2013,Colorado
Other,,64,852320,2013,Florida
Other,,64,88-0500878,2013,Nevada
Other,,64,13716,2013,Ohio
Other,,64,38-3615473,2013,Michigan
Wells Fargo,,64,451965,2013,Indiana
Other,,64,66841,2013,Washington
Other,,64,5019,2013,Michigan
Other,,64,1207,2013,California
Wells Fargo,,64,451965,2013,Texas
Other,,64,704559,2013,Missouri
Other,,64,3027509990,2013,Arizona
Wells Fargo,,64,451965,2013,Oregon
Other,,64,16-1566654,2013,New York
Other,,64,31-1197926,2013,Ohio
Other,,64,32489,2013,Washington
Other,,64,11570,2013,Colorado
Wells Fargo,,64,451965,2013,California
Wells Fargo,,64,451965,2013,Washington
Wells Fargo,,64,451965,2013,Colorado
Other,,64,852320,2013,Kentucky
Other,,64,817824,2013,Florida
Other,,64,61315,2013,Arizona
Other,,64,54-0259290,2013,Florida
Other,,64,61-1306242,2013,Kentucky
Other,,64,31-1197926,2013,West Virginia
Other,,64,24382,2013,California
Other,,64,24382,2013,Kentucky
Wells Fargo,,64,451965,2013,Washington
Other,,64,12311,2013,Ohio
Other,,64,804963,2013,Kansas
Other,,64,31-1197926,2013,Kentucky
Other,,64,852320,2013,Florida
Other,,64,8531,2013,New York
Other,,64,22-3554558,2013,Arizona
Other,,64,2449,2013,Ohio
Other,,64,66595,2013,New Hampshire
Wells Fargo,,64,451965,2013,New York
Other,,64,95-2960716,2013,California
Other,,64,504713,2013,Mississippi
Wells Fargo,,64,451965,2013,Louisiana
Other,,64,24382,2013,Oklahoma
Other,,64,68-0151632,2013,California
Wells Fargo,,64,451965,2013,North Dakota
Other,,64,471809999,2013,Arizona
Other,,64,75-2585326,2013,Arizona
Other,,64,24382,2013,California
Other,,64,4994,2013,Illinois
Other,,64,24003,2013,North Carolina
Other,,64,504713,2013,Oklahoma
Other,,64,75-2585326,2013,Florida
Other,,64,10688,2013,Pennsylvania
Other,,64,8531,2013,New York
Other,,64,143662,2013,Oregon
Wells Fargo,,64,451965,2013,Louisiana
Other,,64,852320,2013,Virginia
Other,,64,504713,2013,Tennessee
Other,,64,8531,2013,New York
Other,,64,852320,2013,North Carolina
Other,,64,659855,2013,South Dakota
Other,,64,4365,2013,South Dakota
Other,,64,60721,2013,North Carolina
Wells Fargo,,64,451965,2013,North Carolina
Other,,64,613307,2013,New Hampshire
Other,,64,11124,2013,Pennsylvania
Other,,64,9024,2013,
Other,,64,11466,2013,Missouri
Other,,64,311845,2013,Oklahoma
Wells Fargo,,64,451965,2013,Oklahoma
Other,,64,24382,2013,Tennessee
Other,,64,13454,2013,Wisconsin
Other,,64,5629,2013,Indiana
Other,,64,32489,2013,Oregon
Wells Fargo,,64,451965,2013,Maine
Other,,64,852320,2013,Virginia
Other,,64,22-3554558,2013,Georgia
Other,,64,32489,2013,Oregon
Other,,64,143662,2013,Oregon
Other,,64,143662,2013,Oregon
Other,,64,852320,2013,North Carolina
Other,,64,31-1197926,2013,Indiana
Wells Fargo,,64,451965,2013,North Carolina
Wells Fargo,,64,451965,2013,North Carolina
Other,,64,2736451,2013,Virginia
Other,,64,19459,2013,Indiana
Other,,64,852320,2013,North Carolina
Other,,64,817824,2013,North Carolina
Other,,64,8221,2013,Illinois
Other,,64,52-2321476,2013,North Carolina
Other,,64,852320,2013,Florida
Other,,64,30819,2013,Illinois
Other,,64,17633,2013,Missouri
Other,,64,1022,2013,South Carolina
Other,,64,852320,2013,North Carolina
Wells Fargo,,64,451965,2013,South Carolina
Wells Fargo,,64,451965,2013,North Carolina
Other,,64,617677,2013,North Carolina
Other,,64,27574,2013,Georgia
Other,,64,8141,2013,Louisiana
Other,,64,617677,2013,Florida
Other,,64,32-0016270,2013,Utah
Other,,64,497404,2013,Florida
Other,,64,1189117,2013,North Carolina
Wells Fargo,,64,451965,2013,Indiana
Other,,64,38-3615473,2013,Michigan
Other,,64,31-1197926,2013,Indiana
Other,,64,3027509990,2013,Florida
Other,,64,24382,2013,Florida
Other,,64,504713,2013,Tennessee
Other,,64,31-1197926,2013,Indiana
Other,,64,339858,2013,Arkansas
Wells Fargo,,64,451965,2013,Georgia
Other,,64,61-1355156,2013,Tennessee
Other,,64,31-1197926,2013,North Carolina
Other,,64,22-3554558,2013,South Carolina
Wells Fargo,,64,451965,2013,North Carolina
Wells Fargo,,64,451965,2013,Alabama
Wells Fargo,,64,451965,2013,Michigan
Other,,64,852320,2013,North Carolina
Wells Fargo,,64,451965,2013,Georgia
Other,,64,143662,2013,Washington
Other,,64,31084,2013,North Carolina
Wells Fargo,,64,451965,2013,North Carolina
Other,,64,62661,2013,Alabama
Other,,64,22-3554558,2013,Indiana
Other,,64,636771,2013,Michigan
Other,,64,1022,2013,South Carolina
Wells Fargo,,64,451965,2013,Indiana
Wells Fargo,,64,451965,2013,South Carolina
Other,,64,38-3615473,2013,Michigan
Wells Fargo,,64,451965,2013,Georgia
Clayton,10.9,63,7162800002,2013,Texas
Clayton,10.79,63,62-0997810,2013,Oklahoma
Clayton,10.68,63,62-0997810,2013,Florida
Clayton,10.47,63,62-0997810,2013,New Mexico
Clayton,10.44,63,62-0997810,2013,North Carolina
Clayton,10.08,63,62-0997810,2013,North Carolina
Clayton,10.05,63,7162800002,2013,Wyoming
Clayton,9.81,63,62-0997810,2013,Alabama
Clayton,9.69,63,62-0997810,2013,Oklahoma
Clayton,9.68,63,62-0997810,2013,Alabama
Clayton,9.62,63,7162800002,2013,New Mexico
Clayton,9.62,63,62-0997810,2013,Texas
Clayton,9.6,63,62-0997810,2013,Utah
Clayton,9.54,63,7162800002,2013,Arizona
Clayton,9.42,63,7162800002,2013,Texas
Clayton,9.34,63,62-0997810,2013,Tennessee
Clayton,9.34,63,62-0997810,2013,Alabama
Clayton,9.23,63,62-0997810,2013,Arizona
Clayton,9.14,63,62-0997810,2013,West Virginia
Clayton,9.14,63,62-0997810,2013,New Mexico
Clayton,8.99,63,62-0997810,2013,Oklahoma
Clayton,8.91,63,62-0997810,2013,Virginia
Clayton,8.84,63,7162800002,2013,Louisiana
Clayton,8.75,63,62-0997810,2013,Louisiana
Clayton,8.73,63,7162800002,2013,Mississippi
Clayton,8.72,63,7162800002,2013,Texas
Clayton,8.72,63,7162800002,2013,Louisiana
Clayton,8.69,63,62-0997810,2013,Louisiana
Clayton,8.59,63,62-0997810,2013,Virginia
Clayton,8.56,63,62-0997810,2013,Missouri
Clayton,8.52,63,62-0997810,2013,Texas
Other,8.52,63,9970,2013,Texas
Clayton,8.51,63,62-0997810,2013,Tennessee
Clayton,8.42,63,62-0997810,2013,Alabama
Clayton,8.41,63,7162800002,2013,California
Clayton,8.22,63,62-0997810,2013,Texas
Clayton,8.2,63,62-0997810,2013,Texas
Clayton,8.13,63,62-0997810,2013,Texas
Clayton,8.13,63,7162800002,2013,Texas
Clayton,8.07,63,7162800002,2013,Texas
Clayton,8.04,63,7162800002,2013,California
Clayton,8.04,63,7162800002,2013,California
Clayton,8.03,63,7162800002,2013,Texas
Clayton,8.03,63,62-0997810,2013,Texas
Clayton,7.97,63,62-0997810,2013,Oklahoma
Other,7.94,63,6104,2013,Mississippi
Clayton,7.89,63,7162800002,2013,California
Clayton,7.86,63,62-0997810,2013,South Carolina
Clayton,7.86,63,62-0997810,2013,Texas
Clayton,7.81,63,7162800002,2013,Kentucky
Clayton,7.8,63,7162800002,2013,California
Clayton,7.79,63,7162800002,2013,Texas
Clayton,7.74,63,62-0997810,2013,Kentucky
Clayton,7.67,63,62-0997810,2013,South Carolina
Clayton,7.67,63,7162800002,2013,Texas
Clayton,7.62,63,7162800002,2013,Arizona
Clayton,7.62,63,7162800002,2013,California
Clayton,7.6,63,62-0997810,2013,New Mexico
Clayton,7.58,63,62-0997810,2013,Florida
Clayton,7.53,63,7162800002,2013,California
Clayton,7.53,63,62-0997810,2013,Ohio
Clayton,7.53,63,62-0997810,2013,Tennessee
Clayton,7.48,63,7162800002,2013,California
Clayton,7.48,63,62-0997810,2013,North Carolina
Clayton,7.48,63,62-0997810,2013,Alabama
Clayton,7.45,63,7162800002,2013,Texas
Clayton,7.43,63,62-0997810,2013,Pennsylvania
Clayton,7.42,63,62-0997810,2013,South Carolina
Clayton,7.42,63,7162800002,2013,California
Clayton,7.4,63,62-0997810,2013,North Carolina
Clayton,7.39,63,62-0997810,2013,North Carolina
Clayton,7.39,63,7162800002,2013,Mississippi
Clayton,7.33,63,62-0997810,2013,South Carolina
Clayton,7.33,63,62-0997810,2013,Arizona
Clayton,7.28,63,62-0997810,2013,South Carolina
Clayton,7.26,63,7162800002,2013,Mississippi
Clayton,7.26,63,7162800002,2013,Alabama
Clayton,7.25,63,62-0997810,2013,Kentucky
Clayton,7.24,63,62-0997810,2013,South Carolina
Clayton,7.23,63,62-0997810,2013,Mississippi
Clayton,7.21,63,7162800002,2013,Alabama
Clayton,7.21,63,7162800002,2013,Mississippi
Clayton,7.2,63,62-0997810,2013,Kansas
Clayton,7.19,63,7162800002,2013,Georgia
Clayton,7.19,63,7162800002,2013,Texas
Clayton,7.19,63,62-0997810,2013,North Carolina
Clayton,7.18,63,7162800002,2013,Texas
Clayton,7.18,63,62-0997810,2013,North Carolina
Clayton,7.18,63,7162800002,2013,Kentucky
Clayton,7.17,63,7162800002,2013,Texas
Clayton,7.17,63,7162800002,2013,Alabama
Clayton,7.16,63,7162800002,2013,Texas
Clayton,7.16,63,7162800002,2013,Texas
Clayton,7.16,63,7162800002,2013,Texas
Clayton,7.15,63,62-0997810,2013,North Carolina
Clayton,7.13,63,62-0997810,2013,Arkansas
Clayton,7.12,63,62-0997810,2013,Texas
Clayton,7.12,63,62-0997810,2013,Texas
Clayton,7.12,63,62-0997810,2013,Arizona
Clayton,7.11,63,62-0997810,2013,Texas
Clayton,7.11,63,7162800002,2013,Mississippi
Clayton,7.11,63,62-0997810,2013,Alabama
Clayton,7.1,63,7162800002,2013,Texas
Clayton,7.1,63,7162800002,2013,Oklahoma
Clayton,7.09,63,62-0997810,2013,Virginia
Clayton,7.09,63,7162800002,2013,Florida
Clayton,7.08,63,7162800002,2013,North Carolina
Clayton,7.06,63,7162800002,2013,Arkansas
Clayton,7.06,63,7162800002,2013,Arkansas
Clayton,7.05,63,7162800002,2013,Texas
Clayton,7.05,63,7162800002,2013,New Mexico
Clayton,7.05,63,7162800002,2013,Louisiana
Clayton,7.05,63,7162800002,2013,Texas
Clayton,7.04,63,7162800002,2013,Mississippi
Clayton,7.03,63,62-0997810,2013,South Carolina
Clayton,7.02,63,7162800002,2013,Texas
Clayton,7.01,63,7162800002,2013,Georgia
Clayton,6.97,63,62-0997810,2013,South Carolina
Clayton,6.97,63,7162800002,2013,Kentucky
Clayton,6.96,63,62-0997810,2013,Kentucky
Clayton,6.96,63,62-0997810,2013,Louisiana
Clayton,6.94,63,62-0997810,2013,Kentucky
Clayton,6.93,63,62-0997810,2013,New Mexico
Clayton,6.92,63,7162800002,2013,Texas
Clayton,6.91,63,62-0997810,2013,South Carolina
Clayton,6.9,63,7162800002,2013,Georgia
Clayton,6.89,63,7162800002,2013,Oregon
Clayton,6.87,63,62-0997810,2013,Texas
Other,6.87,63,504713,2013,South Carolina
Clayton,6.82,63,7162800002,2013,California
Clayton,6.81,63,62-0997810,2013,Texas
Clayton,6.79,63,7162800002,2013,North Carolina
Clayton,6.79,63,7162800002,2013,Alabama
Clayton,6.78,63,62-0997810,2013,Mississippi
Clayton,6.77,63,7162800002,2013,Mississippi
Clayton,6.75,63,62-0997810,2013,South Carolina
Clayton,6.74,63,62-0997810,2013,Texas
Clayton,6.74,63,62-0997810,2013,Georgia
Clayton,6.73,63,62-0997810,2013,Mississippi
Clayton,6.72,63,7162800002,2013,Alabama
Clayton,6.71,63,62-0997810,2013,Arkansas
Other,6.7,63,26799,2013,Alabama
Other,6.69,63,9970,2013,Texas
Clayton,6.66,63,7162800002,2013,Texas
Clayton,6.66,63,7162800002,2013,Texas
Clayton,6.61,63,62-0997810,2013,Oklahoma
Clayton,6.6,63,62-0997810,2013,South Carolina
Clayton,6.6,63,7162800002,2013,California
Clayton,6.57,63,62-0997810,2013,North Carolina
Clayton,6.55,63,7162800002,2013,Texas
Clayton,6.55,63,7162800002,2013,Alabama
Clayton,6.52,63,62-0997810,2013,North Carolina
Other,6.51,63,12854,2013,Kansas
Clayton,6.5,63,62-0997810,2013,Arkansas
Clayton,6.49,63,7162800002,2013,Oklahoma
Clayton,6.44,63,62-0997810,2013,North Carolina
Clayton,6.43,63,7162800002,2013,Texas
Clayton,6.43,63,7162800002,2013,Louisiana
Clayton,6.41,63,62-0997810,2013,Kentucky
Clayton,6.41,63,7162800002,2013,Texas
Clayton,6.41,63,7162800002,2013,Arizona
Clayton,6.39,63,7162800002,2013,Texas
Clayton,6.35,63,62-0997810,2013,South Carolina
Clayton,6.35,63,62-0997810,2013,Kentucky
Clayton,6.34,63,7162800002,2013,Michigan
Clayton,6.3,63,62-0997810,2013,West Virginia
Clayton,6.3,63,7162800002,2013,Oklahoma
Clayton,6.27,63,7162800002,2013,Georgia
Clayton,6.24,63,62-0997810,2013,Missouri
Other,6.24,63,6104,2013,Kentucky
Clayton,6.23,63,62-0997810,2013,Missouri
Clayton,6.23,63,7162800002,2013,Michigan
Clayton,6.17,63,7162800002,2013,Louisiana
Other,6.16,63,26799,2013,Alabama
Clayton,6.15,63,7162800002,2013,Texas
Clayton,6.15,63,7162800002,2013,Oregon
Clayton,6.14,63,62-0997810,2013,California
Clayton,6.13,63,7162800002,2013,Texas
Clayton,6.13,63,7162800002,2013,North Dakota
Clayton,6.12,63,62-0997810,2013,Kentucky
Clayton,6.11,63,62-0997810,2013,Mississippi
Clayton,6.03,63,62-0997810,2013,Texas
Clayton,6.03,63,62-0997810,2013,Tennessee
Other,6.03,63,19101,2013,Maryland
Clayton,6.02,63,7162800002,2013,Pennsylvania
Clayton,6.01,63,62-0997810,2013,Virginia
Other,6.01,63,32532,2013,Georgia
Clayton,5.99,63,62-0997810,2013,Kentucky
Clayton,5.98,63,62-0997810,2013,Tennessee
Other,5.96,63,32532,2013,Georgia
Other,5.96,63,67173,2013,
Clayton,5.91,63,7162800002,2013,Georgia
Clayton,5.88,63,62-0997810,2013,Nevada
Clayton,5.86,63,62-0997810,2013,Texas
Clayton,5.83,63,62-0997810,2013,North Carolina
Other,5.72,63,99-0877574,2013,South Carolina
Clayton,5.7,63,62-0997810,2013,South Carolina
Clayton,5.69,63,62-0997810,2013,Mississippi
Clayton,5.66,63,62-0997810,2013,Florida
Clayton,5.65,63,7162800002,2013,New York
Other,5.65,63,4009,2013,Wyoming
Clayton,5.63,63,62-0997810,2013,Tennessee
Clayton,5.61,63,62-0997810,2013,Tennessee
Other,5.59,63,6104,2013,Tennessee
Clayton,5.54,63,7162800002,2013,California
Other,5.53,63,899,2013,Illinois
Clayton,5.51,63,62-0997810,2013,Colorado
Clayton,5.51,63,7162800002,2013,North Carolina
Clayton,5.46,63,62-0997810,2013,Texas
Clayton,5.46,63,62-0997810,2013,Kentucky
Clayton,5.45,63,7162800002,2013,Ohio
Other,5.45,63,16820,2013,Maryland
Clayton,5.43,63,7162800002,2013,Florida
Other,5.43,63,90283,2013,New York
Other,5.4,63,12854,2013,Montana
Clayton,5.38,63,7162800002,2013,Texas
Other,5.37,63,99-0877574,2013,South Carolina
Clayton,5.36,63,7162800002,2013,Texas
Clayton,5.35,63,7162800002,2013,South Carolina
Clayton,5.33,63,62-0997810,2013,Louisiana
Other,5.33,63,504713,2013,Texas
Other,5.32,63,9923,2013,South Carolina
Clayton,5.3,63,62-0997810,2013,North Carolina
Clayton,5.29,63,62-0997810,2013,Georgia
Clayton,5.28,63,7162800002,2013,Montana
Clayton,5.2,63,7162800002,2013,Texas
Clayton,5.2,63,62-0997810,2013,Texas
Clayton,5.18,63,62-0997810,2013,Texas
Other,5.17,63,24382,2013,California
Other,5.14,63,664756,2013,Texas
Other,5.14,63,99-0877574,2013,North Carolina
Clayton,5.13,63,7162800002,2013,Georgia
Clayton,5.11,63,62-0997810,2013,New Mexico
Clayton,5.11,63,62-0997810,2013,Tennessee
Other,5.11,63,26-2984095,2013,Michigan
Clayton,5.09,63,7162800002,2013,Oklahoma
Clayton,5.07,63,7162800002,2013,Pennsylvania
Clayton,5.05,63,62-0997810,2013,Kentucky
Clayton,5.03,63,7162800002,2013,Texas
Other,5,63,12854,2013,Maryland
Clayton,4.99,63,7162800002,2013,Alabama
Clayton,4.88,63,7162800002,2013,Ohio
Clayton,4.85,63,7162800002,2013,Michigan
Clayton,4.82,63,62-0997810,2013,Arizona
Other,4.8,63,12854,2013,North Dakota
Other,4.8,63,99-0877574,2013,North Carolina
Clayton,4.78,63,62-0997810,2013,Mississippi
Other,4.77,63,12854,2013,North Dakota
Clayton,4.73,63,7162800002,2013,West Virginia
Clayton,4.73,63,62-0997810,2013,Georgia
Clayton,4.67,63,7162800002,2013,Oklahoma
Clayton,4.64,63,62-0997810,2013,North Carolina
Clayton,4.63,63,62-0997810,2013,South Carolina
Other,4.63,63,4009,2013,North Dakota
Other,4.62,63,504713,2013,New Jersey
Clayton,4.57,63,7162800002,2013,Kentucky
Clayton,4.54,63,7162800002,2013,New Mexico
Clayton,4.52,63,7162800002,2013,Texas
Other,4.52,63,34888,2013,New Jersey
Other,4.5,63,718024,2013,Connecticut
Clayton,4.48,63,7162800002,2013,Texas
Clayton,4.48,63,7162800002,2013,Texas
Other,4.46,63,504713,2013,Colorado
Clayton,4.43,63,62-0997810,2013,Oklahoma
Clayton,4.43,63,62-0997810,2013,Alabama
Other,4.42,63,9260,2013,Indiana
Clayton,4.4,63,62-0997810,2013,Ohio
Other,4.36,63,25726,2013,California
Other,4.36,63,30270,2013,Louisiana
Other,4.35,63,504713,2013,Mississippi
Clayton,4.31,63,7162800002,2013,West Virginia
Clayton,4.29,63,62-0997810,2013,Texas
Clayton,4.29,63,7162800002,2013,Missouri
Clayton,4.27,63,62-0997810,2013,Alabama
Clayton,4.27,63,62-0997810,2013,Pennsylvania
Clayton,4.26,63,62-0997810,2013,Kentucky
Clayton,4.26,63,62-0997810,2013,North Carolina
Clayton,4.26,63,7162800002,2013,Florida
Other,4.26,63,22394,2013,Missouri
Clayton,4.25,63,62-0997810,2013,Louisiana
Clayton,4.24,63,62-0997810,2013,Texas
Clayton,4.22,63,7162800002,2013,Florida
Clayton,4.22,63,62-0997810,2013,Texas
Other,4.21,63,67173,2013,
Other,4.21,63,29028,2013,Louisiana
Clayton,4.2,63,62-0997810,2013,Louisiana
Other,4.2,63,4009,2013,North Dakota
Other,4.19,63,99-0877574,2013,Alabama
Other,4.19,63,13425,2013,Alabama
Other,4.19,63,4009,2013,South Dakota
Other,4.19,63,24382,2013,California
Other,4.16,63,12854,2013,Minnesota
Other,4.15,63,504713,2013,Louisiana
Clayton,4.14,63,62-0997810,2013,West Virginia
Clayton,4.13,63,7162800002,2013,Kentucky
Clayton,4.13,63,62-0997810,2013,Texas
Clayton,4.12,63,7162800002,2013,Texas
Clayton,4.11,63,7162800002,2013,Louisiana
Clayton,4.11,63,62-0997810,2013,Louisiana
Clayton,4.1,63,7162800002,2013,Texas
Clayton,4.1,63,62-0997810,2013,Texas
Other,4.1,63,24382,2013,California
Clayton,4.07,63,62-0997810,2013,North Carolina
Other,4.07,63,99-0877574,2013,South Carolina
Clayton,4.05,63,62-0997810,2013,Arkansas
Clayton,4.04,63,62-0997810,2013,South Carolina
Clayton,4.04,63,62-0997810,2013,Virginia
Other,4.03,63,504713,2013,Missouri
Other,4.01,63,1007846,2013,Kansas
Other,3.98,63,26962,2013,Tennessee
Other,3.98,63,504713,2013,Texas
Clayton,3.97,63,62-0997810,2013,Tennessee
Other,3.97,63,13425,2013,North Carolina
Other,3.97,63,99-0877574,2013,North Carolina
Other,3.96,63,667757,2013,Louisiana
Other,3.93,63,893,2013,Tennessee
Other,3.92,63,12854,2013,Minnesota
Other,3.92,63,504713,2013,Texas
Other,3.9,63,504713,2013,Iowa
Clayton,3.89,63,7162800002,2013,Alabama
Other,3.88,63,504713,2013,South Carolina
Other,3.87,63,25053,2013,Texas
Clayton,3.86,63,7162800002,2013,Oklahoma
Other,3.85,63,6176,2013,West Virginia
Other,3.83,63,504713,2013,Mississippi
Other,3.83,63,517900,2013,New Jersey
Clayton,3.81,63,62-0997810,2013,Texas
Clayton,3.8,63,62-0997810,2013,Ohio
